Match_ID,Format,Match_Date,Team_1,Team_2,Venue,Host_Country,Toss,Innings,Batting_Team,Bowling_Team,Player,Role,Batting_Position,Runs,Balls,4s,6s,Strike_Rate,Overs,Maidens,Runs_Conceded,Wickets,Economy,Result,Player_of_the_Match
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,2,Australia,,MA Starc,Batter,4,0,5,0,0,0.0,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,2,Australia,,MR Marsh,Batter,5,0,8,0,0,0.0,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,2,Australia,,NM Lyon,Batter,6,0,2,0,0,0.0,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,2,Australia,,PM Nevill,Batter,7,23,53,2,1,43.4,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,2,Australia,,PM Siddle,Batter,8,18,25,3,0,72.0,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,2,Australia,,SE Marsh,Batter,9,63,148,8,0,42.57,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,2,Australia,,SPD Smith,Batter,10,0,4,0,0,0.0,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,2,Australia,,UT Khawaja,Batter,11,4,17,0,0,23.53,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,2,,South Africa,DW Steyn,Bowler,,,,,,,12,3,51,1,4.03,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,2,,South Africa,K Rabada,Bowler,,,,,,,20,1,81,2,3.98,,K Rabada
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,2,,South Africa,KA Maharaj,Bowler,,,,,,,18,6,56,3,3.05,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,2,,South Africa,VD Philander,Bowler,,,,,,,19,2,56,4,2.82,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,3,,Australia,AC Voges,Bowler,,,,,,,5,1,9,0,1.8,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,3,,Australia,JR Hazlewood,Bowler,,,,,,,37,10,112,2,3.01,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,3,,Australia,MA Starc,Bowler,,,,,,,31,7,121,1,3.88,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,3,,Australia,MR Marsh,Bowler,,,,,,,26,4,82,2,3.08,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,3,,Australia,NM Lyon,Bowler,,,,,,,34,3,151,0,4.44,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,3,,Australia,PM Siddle,Bowler,,,,,,,26,9,62,2,2.38,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,3,,Australia,SPD Smith,Bowler,,,,,,,1,0,3,1,2.57,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,3,South Africa,,D Elgar,Batter,1,127,316,17,1,40.19,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,3,South Africa,,F du Plessis,Batter,2,32,64,6,0,50.0,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,3,South Africa,,HM Amla,Batter,3,1,7,0,0,14.29,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,3,South Africa,,JP Duminy,Batter,4,141,225,20,1,62.67,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,3,South Africa,,KA Maharaj,Batter,5,41,34,2,3,120.59,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,3,South Africa,,Q de Kock,Batter,6,64,100,5,2,64.0,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,3,South Africa,,SC Cook,Batter,7,12,55,2,0,21.82,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,3,South Africa,,T Bavuma,Batter,8,8,18,2,0,44.44,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,3,South Africa,,VD Philander,Batter,9,73,143,10,2,51.05,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,Australia,,AC Voges,Batter,1,1,12,0,0,8.33,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,Australia,,DA Warner,Batter,2,35,33,6,0,106.06,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,Australia,,JR Hazlewood,Batter,3,29,71,5,0,40.85,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,Australia,,MA Starc,Batter,4,13,24,2,0,54.17,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,Australia,,MR Marsh,Batter,5,26,52,4,0,50.0,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,Australia,,NM Lyon,Batter,6,8,22,1,0,36.36,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,Australia,,PM Nevill,Batter,7,60,153,6,0,39.22,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,Australia,,PM Siddle,Batter,8,13,32,3,0,40.62,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,Australia,,SE Marsh,Batter,9,15,45,1,0,33.33,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,Australia,,SPD Smith,Batter,10,34,91,5,0,37.36,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,Australia,,UT Khawaja,Batter,11,97,182,11,3,53.3,,,,,,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,,South Africa,JP Duminy,Bowler,,,,,,,17,1,52,1,3.06,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,,South Africa,K Rabada,Bowler,,,,,,,31,6,98,6,3.11,,K Rabada
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,,South Africa,KA Maharaj,Bowler,,,,,,,40,9,103,1,2.55,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,,South Africa,SC Cook,Bowler,,,,,,,2,0,16,0,8.0,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,,South Africa,T Bavuma,Bowler,,,,,,,7,0,37,1,5.05,,
1000851,Test,2016-11-03,Australia,South Africa,Western Australia Cricket Association Ground,,South Africa chose to bat,4,,South Africa,VD Philander,Bowler,,,,,,,22,7,55,1,2.5,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,1,Australia,,AC Voges,Batter,1,0,1,0,0,0.0,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,1,Australia,,CJ Ferguson,Batter,2,3,12,0,0,25.0,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,1,Australia,,DA Warner,Batter,3,1,4,0,0,25.0,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,1,Australia,,JA Burns,Batter,4,1,8,0,0,12.5,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,1,Australia,,JM Mennie,Batter,5,10,22,2,0,45.45,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,1,Australia,,JR Hazlewood,Batter,6,8,7,2,0,114.29,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,1,Australia,,MA Starc,Batter,7,4,6,1,0,66.67,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,1,Australia,,NM Lyon,Batter,8,2,7,0,0,28.57,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,1,Australia,,PM Nevill,Batter,9,3,25,0,0,12.0,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,1,Australia,,SPD Smith,Batter,10,48,80,5,0,60.0,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,1,Australia,,UT Khawaja,Batter,11,4,25,0,0,16.0,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,1,,South Africa,K Rabada,Bowler,,,,,,,6,0,21,1,3.5,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,1,,South Africa,KA Maharaj,Bowler,,,,,,,4,2,2,0,0.5,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,1,,South Africa,KJ Abbott,Bowler,,,,,,,12,3,41,4,3.24,,KJ Abbott
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,1,,South Africa,VD Philander,Bowler,,,,,,,10,5,21,5,2.07,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,2,,Australia,JM Mennie,Bowler,,,,,,,28,5,88,1,3.14,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,2,,Australia,JR Hazlewood,Bowler,,,,,,,30,10,91,6,2.95,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,2,,Australia,MA Starc,Bowler,,,,,,,24,0,82,3,3.39,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,2,,Australia,NM Lyon,Bowler,,,,,,,17,2,60,0,3.53,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,2,,Australia,SPD Smith,Bowler,,,,,,,1,0,5,0,5.0,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,2,South Africa,,D Elgar,Batter,1,17,61,0,0,27.87,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,2,South Africa,,F du Plessis,Batter,2,7,25,1,0,28.0,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,2,South Africa,,HM Amla,Batter,3,47,67,5,0,70.15,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,2,South Africa,,JP Duminy,Batter,4,1,4,0,0,25.0,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,2,South Africa,,K Rabada,Batter,5,5,11,1,0,45.45,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,2,South Africa,,KA Maharaj,Batter,6,1,5,0,0,20.0,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,2,South Africa,,KJ Abbott,Batter,7,3,9,0,0,33.33,,,,,,,KJ Abbott
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,2,South Africa,,Q de Kock,Batter,8,104,143,17,0,72.73,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,2,South Africa,,SC Cook,Batter,9,23,49,2,0,46.94,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,2,South Africa,,T Bavuma,Batter,10,74,204,8,0,36.27,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,2,South Africa,,VD Philander,Batter,11,32,28,6,0,114.29,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,3,Australia,,AC Voges,Batter,1,2,17,0,0,11.76,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,3,Australia,,CJ Ferguson,Batter,2,1,11,0,0,9.09,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,3,Australia,,DA Warner,Batter,3,45,78,4,0,57.69,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,3,Australia,,JA Burns,Batter,4,0,4,0,0,0.0,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,3,Australia,,JM Mennie,Batter,5,0,2,0,0,0.0,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,3,Australia,,JR Hazlewood,Batter,6,6,14,1,0,42.86,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,3,Australia,,MA Starc,Batter,7,0,13,0,0,0.0,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,3,Australia,,NM Lyon,Batter,8,4,4,1,0,100.0,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,3,Australia,,PM Nevill,Batter,9,6,16,0,0,37.5,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,3,Australia,,SPD Smith,Batter,10,31,82,5,0,37.8,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,3,Australia,,UT Khawaja,Batter,11,64,121,9,0,52.89,,,,,,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,3,,South Africa,JP Duminy,Bowler,,,,,,,1,0,8,0,8.0,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,3,,South Africa,K Rabada,Bowler,,,,,,,17,5,34,4,2.0,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,3,,South Africa,KA Maharaj,Bowler,,,,,,,3,0,10,0,3.33,,
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,3,,South Africa,KJ Abbott,Bowler,,,,,,,23,3,77,6,3.32,,KJ Abbott
1000853,Test,2016-11-12,Australia,South Africa,Bellerive Oval,,South Africa chose to field,3,,South Africa,VD Philander,Bowler,,,,,,,16,6,32,0,1.98,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,1,,Australia,JM Bird,Bowler,,,,,,,16,3,57,2,3.56,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,1,,Australia,JR Hazlewood,Bowler,,,,,,,22,5,68,4,3.07,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,1,,Australia,MA Starc,Bowler,,,,,,,23,4,86,2,3.69,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,1,,Australia,NM Lyon,Bowler,,,,,,,15,1,48,1,3.2,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,1,South Africa,,D Elgar,Batter,1,5,17,1,0,29.41,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,1,South Africa,,F du Plessis,Batter,2,118,164,17,0,71.95,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,1,South Africa,,HM Amla,Batter,3,5,11,0,0,45.45,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,1,South Africa,,JP Duminy,Batter,4,5,11,1,0,45.45,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,1,South Africa,,K Rabada,Batter,5,1,6,0,0,16.67,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,1,South Africa,,KJ Abbott,Batter,6,17,50,0,0,34.0,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,1,South Africa,,Q de Kock,Batter,7,24,33,3,0,72.73,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,1,South Africa,,SC Cook,Batter,8,40,99,4,0,40.4,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,1,South Africa,,T Bavuma,Batter,9,8,34,0,0,23.53,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,1,South Africa,,T Shamsi,Batter,10,18,23,2,0,78.26,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,1,South Africa,,VD Philander,Batter,11,4,9,1,0,44.44,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,Australia,,DA Warner,Batter,1,11,25,0,0,44.0,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,Australia,,JM Bird,Batter,2,6,17,0,0,35.29,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,Australia,,JR Hazlewood,Batter,3,11,26,1,0,42.31,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,Australia,,MA Starc,Batter,4,53,91,5,1,58.24,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,Australia,,MS Wade,Batter,5,4,6,1,0,66.67,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,Australia,,MT Renshaw,Batter,6,10,46,2,0,21.74,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,Australia,,NJ Maddinson,Batter,7,0,12,0,0,0.0,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,Australia,,NM Lyon,Batter,8,13,8,1,0,162.5,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,Australia,,PSP Handscomb,Batter,9,54,78,6,0,69.23,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,Australia,,SPD Smith,Batter,10,59,113,8,1,52.21,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,Australia,,UT Khawaja,Batter,11,145,308,12,0,47.08,,,,,,,UT Khawaja
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,,South Africa,D Elgar,Bowler,,,,,,,2,0,11,0,5.5,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,,South Africa,JP Duminy,Bowler,,,,,,,6,0,25,0,4.17,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,,South Africa,K Rabada,Bowler,,,,,,,25,4,84,3,3.29,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,,South Africa,KJ Abbott,Bowler,,,,,,,29,10,53,3,1.83,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,,South Africa,T Bavuma,Bowler,,,,,,,1,0,1,0,1.0,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,,South Africa,T Shamsi,Bowler,,,,,,,29,4,104,2,3.59,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,2,,South Africa,VD Philander,Bowler,,,,,,,29,5,105,2,3.56,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,3,,Australia,DA Warner,Bowler,,,,,,,1,0,5,0,5.0,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,3,,Australia,JM Bird,Bowler,,,,,,,20,3,55,1,2.7,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,3,,Australia,JR Hazlewood,Bowler,,,,,,,20,8,41,2,2.05,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,3,,Australia,MA Starc,Bowler,,,,,,,23,5,86,4,3.66,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,3,,Australia,NM Lyon,Bowler,,,,,,,21,4,63,3,3.0,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,3,South Africa,,D Elgar,Batter,1,0,3,0,0,0.0,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,3,South Africa,,F du Plessis,Batter,2,12,26,2,0,46.15,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,3,South Africa,,HM Amla,Batter,3,45,80,6,1,56.25,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,3,South Africa,,JP Duminy,Batter,4,26,70,4,0,37.14,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,3,South Africa,,K Rabada,Batter,5,7,9,1,0,77.78,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,3,South Africa,,KJ Abbott,Batter,6,0,5,0,0,0.0,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,3,South Africa,,Q de Kock,Batter,7,5,16,1,0,31.25,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,3,South Africa,,SC Cook,Batter,8,104,240,8,0,43.33,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,3,South Africa,,T Bavuma,Batter,9,21,31,3,0,67.74,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,3,South Africa,,T Shamsi,Batter,10,0,1,0,0,0.0,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,3,South Africa,,VD Philander,Batter,11,17,34,2,0,50.0,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,4,Australia,,DA Warner,Batter,1,47,51,8,0,92.16,,,,,,,
1000855,Test,2016-11-24,Australia,South Africa,Adelaide Oval,,South Africa chose to bat,4,Australia,,MT Renshaw,Batter,2,34,137,5,0,24.82,,,,,,,
